sentence_id,sent,anno
3802,Ngày 4/3 Nhung thấy đỡ hơn nên vẫn ở nhà .,O B-DATE B-NAME O O O O O O O O
3803,Trong đó có nhiều bệnh_nhân xét_nghiệm lần thứ ba mới dương_tính với nCoV .,O O O O O O O O O O O O O O
3804,"Ca bệnh 1019 ( bệnh_nhân 1019 ) : nữ , 37 tuổi , Hoà_Khánh_Bắc ( Liên_Chiểu , Đà_Nẵng ) , là nhân_viên y_tế Bệnh_Viện Đà_Nẵng ( tăng_cường cho Bệnh_viện Phổi Đà_Nẵng từ 6 - 8 đến nay , đã được cách_ly tại khách_sạn từ ngày 5 - 8 ) .",O O B-PATIENT_ID O O B-PATIENT_ID O O B-GENDER O B-AGE O O B-LOCATION O B-LOCATION O B-LOCATION O O O B-JOB I-JOB B-LOCATION I-LOCATION O O O B-LOCATION I-LOCATION I-LOCATION O B-DATE I-DATE I-DATE O O O O O O O O O O B-DATE I-DATE I-DATE O O
3805,"- 61 người tiếp_xúc gần "" bệnh_nhân 45 "" , có 54 người xét_nghiệm âm_tính , 6 người đang chờ kết_quả , một trường_hợp dương_tính là "" bệnh_nhân 48 "" .",O O O O O O O B-PATIENT_ID O O O O O O O O O O O O O O O O O O O O B-PATIENT_ID O O
3806,Rất may_mắn là chồng bệnh_nhân 24 đã bắt_đầu có những tiến_triển tốt .,O O O O O B-PATIENT_ID O O O O O O O
3807,"Hai bệnh_nhân thứ 117 ( 30 tuổi , quê Long_An , nhân_viên công_nghệ_thông_tin ) và 118 ( 23 tuổi , quê An_Giang , nhân_viên casino ) từ Campuchia về Việt_Nam qua cửa_khẩu quốc_tế Mộc_Bài ( Tây_Ninh ) ngày 19 - 3 .",O O O B-PATIENT_ID O B-AGE O O O B-LOCATION O B-JOB I-JOB O O B-PATIENT_ID O B-AGE O O O B-LOCATION O B-JOB I-JOB O O B-LOCATION O B-LOCATION O B-LOCATION I-LOCATION I-LOCATION O B-LOCATION O O B-DATE I-DATE I-DATE O
3808,"Đến 19 - 3 tình_hình tiếp_tục xấu đi , bệnh_nhân được chỉ_định sử_dụng ECMO ( thiết_bị thay_thế chức_năng tim và phổi ) .",O B-DATE I-DATE I-DATE O O O O O O O O O O O O O O O O O O O
3809,"Ba bệnh_nhân 749 , 750 , 833 điều_trị tại Bệnh_viện chuyên_khoa Lao và bệnh Phổi tỉnh Quảng_Trị , hôm_nay xét_nghiệm âm_tính lần một .",O O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O
3810,"Cô làm nhân_viên quán rượu ở Bangkok , Thái_Lan , về nước bằng đường_bộ qua cửa_khẩu Cha Lo , Quảng_Bình và được cách_ly y_tế tập_trung từ ngày 21/3 .",O O O O O O B-LOCATION O B-LOCATION O O O O O O B-LOCATION I-LOCATION I-LOCATION O B-LOCATION O O O O O O O B-DATE O
3811,"Ngoài ca bệnh của T.A. và C. , tại Hà_Nội ngày 26 - 8 cũng ghi_nhận 1 ca bệnh phức_tạp : bệnh_nhân 21 tuổi từ Nga về Việt_Nam hôm 10 - 8 , đã có xét_nghiệm lần 1 ngay sau khi đi cách_ly tại Chí_Linh ( Hải_Dương ) là âm_tính , nhưng xét_nghiệm lần 2 ( lấy mẫu ngày 24 - 8 , khi bệnh_nhân vừa hết thời_gian cách_ly ) lại dương_tính .",O O O O B-NAME O B-NAME O O B-LOCATION O B-DATE I-DATE I-DATE O O O O O O O O O O O B-LOCATION O B-LOCATION O B-DATE I-DATE I-DATE O O O O O O O O O O O O B-LOCATION O B-LOCATION O O O O O O O O O O O O B-DATE I-DATE I-DATE O O O O O O O O O O O
3812,"Tiền_sử có bệnh thận mãn giai_đoạn cuối , chạy thận nhân_tạo chu_kỳ , suy tim , thiếu máu , tăng huyết_áp , gãy xương đùi phải .",O O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O O O O O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O
3813,"Cả hai người nhiễm virus corona chủng mới đều là công_dân Lào , bao_gồm một nữ hướng_dẫn_viên du_lịch và một nhân_viên khách_sạn .",O O O O O O O O O O O O O O O O O O O O O O O
3814,"Từ 26/7 đến ngày 7/8 , anh tiếp_tục ở lại cơ_quan , hàng ngày có tiếp_xúc với ba người trong phòng làm_việc là "" bệnh_nhân 878 , 879 và 880 "" .",O B-DATE O O B-DATE O O O O O O O O O O O O O O O O O O O O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O O
3815,"Ngoài "" bệnh_nhân 447 "" , thành_phố có ca nghi nhiễm thứ hai , cũng từ Đà_Nẵng trở về .",O O O B-PATIENT_ID O O O O O O O O O O O O B-LOCATION O O O
3816,"Ngay khi tiếp_nhận bệnh_nhân chuyển sang từ Bệnh_viện E vào tối 19 - 8 , Bệnh_viện Bệnh nhiệt_đới trung_ương cơ_sở Đông_Anh đã lấy mẫu xét_nghiệm và cho kết_quả âm_tính lần 1 với SARS - CoV - 2 .",O O O O O O O B-LOCATION I-LOCATION O O B-DATE I-DATE I-DATE O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O O O O O O O O O O O O O O O O O
3817,"Được biết , trước đó ngày 10 - 4 , bệnh_nhân này đã xuất_viện cùng với hai mẹ_con bệnh_nhân thứ 37 và 44 .",O O O O O O B-DATE I-DATE I-DATE O O O O O O O O O O O B-PATIENT_ID O B-PATIENT_ID O
3818,"Ngày 18 đến 20/7 , người phụ_nữ 68 tuổi này đến dự đám_tang tại thôn Lệ_Sơn_Nam , xã Hoà_Tiến , huyện Hoà_Vang , TP Đà_Nẵng và tiếp_xúc gần với "" bệnh_nhân 456 "" .",O B-DATE O B-DATE O O B-GENDER B-AGE O O O O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O O O O O O B-PATIENT_ID O O
3819,"Tại nơi làm_việc của bệnh_nhân N.T.H. là quán pizza số 106 Trần_Thái_Tông , ông Bùi_Tuấn_Anh - chủ_tịch UBND quận Cầu_Giấy - cho biết lực_lượng phòng_chống dịch của quận đã phun khử khuẩn tại quán pizza , lấy mẫu xét_nghiệm xử_lý nhanh 22 người F1 có_mặt tại quán .",O O O O O B-NAME O O O O B-LOCATION I-LOCATION O O O O O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O
3820,"Hằng ngày , cháu chơi tại nhà , không đi đâu , thường_xuyên tiếp_xúc với "" bệnh_nhân 522 , 523 "" .",O O O O O O O O O O O O O O O O O B-PATIENT_ID O B-PATIENT_ID O O
3821,"6 người tử_vong trước đó tuổi từ 53 đến 86 , ở hai tỉnh Quảng_Nam và Đà_Nẵng , trong đó 5 người liên_quan đến Bệnh_viện Đà_Nẵng .",O O O O O O O O O O O O O B-LOCATION I-LOCATION O B-LOCATION O O O O O O O B-LOCATION I-LOCATION O
3822,"Hiện Bệnh_viện Bạch_Mai đang tiến_hành các biện_pháp kiểm_soát , tạm dừng đón_tiếp bệnh_nhân từ và thực_hiện việc cách_ly toàn bệnh_viện để bảo_đảm an_toàn cho bệnh_nhân , người_nhà bệnh_nhân và nhân_viên bệnh_viện .",O B-ORGANIZATION I-ORGANIZATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
3823,"Thông_báo được Bộ Y_tế đưa ra_chiều nay sau khi xác_định lịch_trình di_chuyển cụ_thể của "" bệnh_nhân 243 "" trước khi xác_định dương_tính nCoV .",O O B-ORGANIZATION I-ORGANIZATION O O O O O O O O O O O O B-PATIENT_ID O O O O O O O
3824,"Trong đó , tiếp_xúc gần với ca dương_tính từ các quận , huyện chuyển đến là 98 trường_hợp và 176 ca nghi_ngờ , có triệu_chứng và có các yếu_tố dịch_tễ .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
3825,""" Bệnh_nhân 857 "" , nam , 26 tuổi , ở Duy_Xuyên , Quảng_Nam .",O O B-PATIENT_ID O O B-GENDER O B-AGE O O O B-LOCATION O B-LOCATION O
3826,"Theo đó tại Bệnh_viện Đa_khoa huyện Nho_Quan , tỉnh Ninh_Bình có 1 bệnh_nhân ra viện là bệnh_nhân 228 ( nam , 29 tuổi , quốc_tịch Việt_Nam ) .",O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O B-LOCATION I-LOCATION O O O O O O O B-PATIENT_ID O B-GENDER O B-AGE O O O O O O
3827,""" Bệnh_nhân 1026 "" , nữ 21 tuổi , cháu nội của "" bệnh_nhân 1017 "" .",O O B-PATIENT_ID O O B-GENDER B-AGE O O O O O O O B-PATIENT_ID O O
3828,Ông C.A.S. đi trên chuyến bay từ Paris về Hà_Nội ngày 9 - 3 .,O B-NAME O O O O O B-LOCATION O B-LOCATION O B-DATE I-DATE I-DATE O
3829,Bệnh_nhân được công_bố tử_vong ngày 26 - 3 .,O O O O O B-DATE I-DATE I-DATE O
3830,"Trước đó , đêm_ngày 6/3 , Bộ Y_tế xác_nhận Việt_Nam có ca thứ 17 mắc Covid - 19 .",O O O O B-DATE O B-ORGANIZATION I-ORGANIZATION O B-LOCATION O O O B-PATIENT_ID O O O O O
3831,"Nhưng dịch_bệnh bùng_phát trở_lại ở Đà_Nẵng , kết_thúc gần 3 tháng không có ca dương_tính với Covid - 19 mới tại Việt_Nam .",O O O O O B-LOCATION O O O O O O O O O O O O O O O B-LOCATION O
3832,"Đây là bệnh_nhân thứ 9 lây từ ca bệnh thứ 34 , sau 8 người ở Bình_Thuận .",O O O O O O O O O O B-PATIENT_ID O O O O O B-LOCATION O
3833,""" Bệnh_nhân 334 "" , nam , 29 tuổi , ở quận Bình_Tân , TP HCM .",O O B-PATIENT_ID O O B-GENDER O B-AGE O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O
3834,"Trong 20 bệnh_nhân Covid - 19 tử_vong thì 13 người có bệnh_lý nền suy thận mạn , chạy thận nhân_tạo .",O O O O O O O O O O O O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O O O O O
3835,"Hai viện tại TP HCM xét_nghiệm mẫu bệnh , kết_luận cô nhiễm nCoV .",O O O B-LOCATION I-LOCATION O O O O O O O O O
3836,"Những trường_hợp tiếp_xúc gần với bệnh_nhân 45 , 48 , 53 , 54 đã lấy mẫu xét_nghiệm và đều có kết_quả âm_tính .",O O O O O O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O O O O O O O O O O
3837,"Ca bệnh 913 - 927 ( bệnh_nhân 913 - 927 ) tại Đà_Nẵng : gồm 2 ca là bệnh_nhân , 1 ca là người chăm_sóc , 2 ca là F1 , 9 ca liên_quan Bệnh_viện Đà_Nẵng , 1 ca tại quận Hải_Châu ( đang tiếp_tục điều_tra ) .",O O B-PATIENT_ID O B-PATIENT_ID O O B-PATIENT_ID O B-PATIENT_ID O O B-LOCATION O O O O O O O O O O O O O O O O O O O O O B-LOCATION I-LOCATION O O O O B-LOCATION I-LOCATION O O O O O O
3838,"Trong tháng 8 vừa_qua đã có 5 người từ Hà_Nội và Hải_Dương đi Nhật và Hàn_Quốc được phát_hiện dương_tính với COVID - 19 , du_học_sinh kể trên là trường_hợp đầu_tiên phát_hiện dương_tính khi đã nhập_cảnh vào nước bạn , nhưng hiện chưa rõ nguồn lây cho tất_cả các bệnh_nhân này .",O O O O O O O O O B-LOCATION O B-LOCATION O B-LOCATION O B-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
3839,"Trung_tâm Kiểm_soát bệnh_tật Hà_Nội lấy mẫu xét_nghiệm , kết_quả bệnh_nhân dương_tính nCoV .",B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O O O O O O O O O
3840,"Sau khi xét_nghiệm bằng test nhanh và hầu_hết là âm_tính , ca nghi_ngờ sau đó cũng âm_tính , cả Hà_Nội chỉ ghi_nhận 2 ca mắc COVID - 19 , trong đó có những người đi du_lịch Đà_Nẵng về .",O O O O O O O O O O O O O O O O O O O B-LOCATION O O O O O O O O O O O O O O O O B-LOCATION O O
3841,"Chiều nay , "" bệnh_nhân 322 "" , nam , 31 tuổi , được công_bố khỏi bệnh sau 4 lần có kết_quả xét_nghiệm âm_tính tại Bệnh_viện Dã_chiến Củ_Chi .",O O O O O B-PATIENT_ID O O B-GENDER O B-AGE O O O O O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION O
3842,"Ca bệnh này hiện đang chờ Bộ Y_tế xác_nhận , nhưng thông_tin ban_đầu là bệnh_nhân cũng đi du_lịch tại Đà_Nẵng thời_gian qua và có đi khám bệnh ở Đà_Nẵng trong thời_gian đi du_lịch .",O O O O O O B-ORGANIZATION I-ORGANIZATION O O O O O O O O O O O B-LOCATION O O O O O O O O B-LOCATION O O O O O
3843,Ngày 19 - 7 bệnh_nhân từ nhà đến nhập_viện tại khoa thận - nội_tiết Bệnh_viện Đà_Nẵng .,O B-DATE I-DATE I-DATE O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O
3844,"Tuy_nhiên đã có 2 trường_hợp âm_tính qua xét_nghiệm bằng test nhanh , nhưng xét_nghiệm lại bằng PCR lại dương_tính ( bệnh_nhân 714 và nữ bệnh_nhân 30 tuổi ở huyện Phúc_Thọ , vừa được xác_định dương_tính ngày 7 - 8 ) .",O O O O O O O O O O O O O O O O O O O O O B-PATIENT_ID O O O O O O B-LOCATION I-LOCATION O O O O O O B-DATE I-DATE I-DATE O O
3845,""" Các bác_sĩ đã cứu sống chúng_tôi "" - bệnh_nhân số 24 là phụ_nữ người Anh đi chuyến bay VN0054 đến Việt_Nam du_lịch rạng sáng 2 - 3 cùng chồng , cùng mắc COVID - 19 , được chuyển vào điều_trị tại Bệnh_viện Bệnh nhiệt_đới trung_ương nói khi nước_mắt ướt mi .",O O O O O O O O O O O B-PATIENT_ID O O O O O O O B-TRANSPORTATION O B-LOCATION O O O B-DATE I-DATE I-DATE O O O O O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O
3846,Bệnh_nhân phi_công tại Bệnh_viện Chợ_Rẫy sau ngưng can_thiệp ECMO .,O O O B-LOCATION I-LOCATION O O O O O
3847,"Trong đó , 3 nhân_viên y_tế nhiễm nCoV , trước đó có hai nữ điều_dưỡng của Bệnh_viện Bạch_Mai nhiễm từ bên ngoài và lây cho nhau .",O O O O O O O O O O O O O O O O B-LOCATION I-LOCATION O O O O O O O O O
3848,"Ba bệnh_nhân nặng gồm "" bệnh_nhân 161 "" đã mở khí_quản theo tư_vấn của Hội_chẩn Quốc_gia .",O O O O O O B-PATIENT_ID O O O O O O O O O O
3849,"Hôm_qua , Bộ Y_tế công_bố nam thiếu_niên 17 tuổi bị nhiễm Covid - 19 từng ra Đà_Nẵng chăm anh bị bệnh hai lần .",O O B-ORGANIZATION I-ORGANIZATION O O O O O O O O O O O O B-LOCATION O O O O O O O
3850,"Cùng ngày , Bệnh_viện dã_chiến Củ_Chi cũng công_bố khỏi bệnh và cho xuất_viện 1 bệnh_nhân , ca bệnh thứ 153 .",O O O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O O O O O O O O O O O O O B-PATIENT_ID O
3851,Các bác_sĩ Bệnh_viện Chợ_Rẫy đã chuyển bệnh_nhân đến phòng cách_ly ngay từ đầu .,O O B-LOCATION I-LOCATION O O O O O O O O O O
3852,"Sáng 8 - 3 , Trung_tâm Kiểm_soát dịch_bệnh TP. HCM cho biết đã có 13/20 trường_hợp liên_quan đến bệnh_nhân thứ 17 có kết_quả âm_tính với virus SARS - CoV - 2 .",O B-DATE I-DATE I-DATE O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O O O O O O O O O O B-PATIENT_ID O O O O O O O O O O O
3853,"Đồng_thời , Ban chỉ_đạo đề_xuất phong_toả toàn_bộ các địa_điểm hai bệnh_nhân từng có_mặt , kể từ 12/7 .",O O O O O O O O O O O O O O O O B-DATE O
3854,"Vào các buổi sáng từ ngày 5 đến 7 - 3 , chị N. lên nhà bố_mẹ ruột ( phường Hoà_Thọ_Đông , quận Cẩm_Lệ ) gửi con gái để đi làm .",O O O O O O B-DATE O B-DATE I-DATE I-DATE O O B-NAME O O O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O O O O O O O O
3855,Anh cùng mẹ từ London đi Dubai rồi về Việt_Nam ngày 15 - 3 .,O O O O B-LOCATION O B-LOCATION O O B-LOCATION O B-DATE I-DATE I-DATE O
3856,"Hai ca ở Quảng_Nam gồm "" bệnh_nhân 898 "" , nữ , 27 tuổi , tiếp_xúc với "" bệnh_nhân 796 "" ; và "" bệnh_nhân 905 "" , nam , 65 tuổi , thăm bệnh_nhân điều_trị tại Bệnh_viện Đà_Nẵng .",O O O B-LOCATION O O O B-PATIENT_ID O O B-GENDER O B-AGE O O O O O O B-PATIENT_ID O O O O O B-PATIENT_ID O O B-GENDER O B-AGE O O O O O O B-LOCATION I-LOCATION O
3857,"Bác_sĩ Nguyễn_Thành_Dũng , Giám_đốc Bệnh_viện Dã_chiến Củ_Chi , cho biết bệnh_nhân được đưa vào bệnh_viện trở_lại tối 29/4 , hiện sức_khoẻ ổn_định .",O O O O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O O O O O O O O O O B-DATE O O O O O
3858,"Bệnh_nhân trở_lại khu cách_ly ngày 1/8 , chỉ ở đây cho đến khi lấy mẫu xét_nghiệm lần hai , xác_nhận dương_tính với nCoV ngày 14/8 .",O O O O O B-DATE O O O O O O O O O O O O O O O O O O B-DATE O
3859,""" Bệnh_nhân 87 "" , 32 tuổi , là một trong hai nữ điều_dưỡng tại Bệnh_viện Bạch_Mai nhiễm nCoV .",O O B-PATIENT_ID O O B-AGE O O O O O O B-GENDER B-JOB O B-LOCATION I-LOCATION O O O
3860,"Hiện_tình_trạng sức_khoẻ của "" bệnh_nhân 167 "" ổn_định .",O O O O O B-PATIENT_ID O O O
3861,"Tối nay 13/3 , Bộ Y_tế công_bố "" bệnh_nhân 47 "" là một phụ_nữ ( 43 tuổi , Trúc_Bạch , Ba_Đình ) .",O O B-DATE O B-ORGANIZATION I-ORGANIZATION O O O B-PATIENT_ID O O O B-GENDER O B-SYMPTOM_AND_DISEASE O O B-LOCATION O B-LOCATION O O
3862,"Bà là vợ bệnh_nhân 254 , sinh_sống trong khu_vực ổ dịch tại thôn Hạ_Lôi , xã Mê_Linh .",O O O O B-PATIENT_ID O O O O O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O
3863,Bệnh_nhân đã được đưa quay trở_lại bệnh_viện .,O O O O O O O O
3864,"Hiện bệnh_nhân 595 ( bà P.T.T.Ng. , ngụ P. Quang_Vinh , TP Biên_Hoà ) sức_khoẻ ổn_định , không sốt , không ho , X - quang phổi bình_thường .",O O B-PATIENT_ID O B-GENDER B-NAME O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O O O O O O O O O O O O O O O O
3865,Thông_tin bệnh_nhân có vào khoa hô_hấp của Bệnh_viện Chợ_Rẫy là không chính_xác .,O O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O O O O
3866,"Họ qua_mặt cơ_quan_chức_năng để nhập_cảnh bằng đường tiểu_ngạch biên_giới phía Bắc từ ngày 27 - 7 , rồi đi ôtô tới TP.HCM.",O O O O O O O O O O O O O B-DATE I-DATE I-DATE O O O O O B-LOCATION
3867,"Tối 15 - 8 , đại_diện Bệnh_viện dã_chiến Hoà_Vang , TP Đà_Nẵng xác_nhận các bác_sĩ vừa can_thiệp mổ lấy thai thành_công cho một sản_phụ mắc COVID - 19 .",O B-DATE I-DATE I-DATE O O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O B-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O
3868,""" Đến đêm 6 - 3 thì chị D.T.T. đi xe_máy một_mình về nhà ở huyện Chương_Mỹ , chị T. cũng đã biết nên từ khi về nhà không đi đâu , huyện đã triển_khai cách_ly cả gia_đình , còn chị D.T.T. hiện sức_khoẻ bình_thường , thân_nhiệt sáng 7 - 3 là 37,4 độ C , đã lấy mẫu xét_nghiệm "" , lãnh_đạo huyện Chương_Mỹ cho biết .",O O O B-DATE I-DATE I-DATE O O B-NAME O O O O O O B-LOCATION I-LOCATION O O B-NAME O O O O O O O O O O O O O O O O O O O O O B-NAME O O O O O O B-DATE I-DATE I-DATE O O O O O O O O O O O O B-LOCATION I-LOCATION O O O
3869,"Cô là du_học_sinh ở châu_Âu , từ ngày 23/2 đến 12/3 đi qua nhiều nước .",O O O O B-LOCATION O O O B-DATE O B-DATE O O O O O
3870,"Chính_quyền Hà_Nội nhận_định "" bệnh_nhân 867 "" không có mối liên_hệ với vùng dịch Đà_Nẵng , chưa rõ nguồn lây bệnh .",O B-LOCATION O O O B-PATIENT_ID O O O O O O O O B-LOCATION O O O O O O O
3871,"Ca bệnh 879 ( bệnh_nhân 879 ) : nam , 33 tuổi ; ở Hải Châu , Đà Nẵng .",O O B-PATIENT_ID O O B-PATIENT_ID O O B-GENDER O B-AGE O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O
3872,Ông đi vào Đà_Nẵng chơi từ giữa tháng 7 .,O O O B-LOCATION O O O O O O
3873,"Bệnh_nhân nhiễm COVID - 19 thứ 49 ( quốc_tịch Anh , là chồng của bệnh_nhân thứ 30 ) cho biết sức_khoẻ của ông khá ổn_định .",O O O O O O B-PATIENT_ID O O O O O O O O O B-PATIENT_ID O O O O O O O O O
3874,"Ngành y_tế rà_soát tất_cả người đến / đi từ Đà_Nẵng tại các tỉnh_thành , đặc_biệt người từng đến 3 bệnh_viện Đà_Nẵng , nơi ghi_nhận nhiều bệnh_nhân Covid - 19 .",O O O O O O O O O B-LOCATION O O O O O O O O O O B-LOCATION O O O O O O O O O
3875,"Đây là trường_hợp tử_vong thứ 33 kể từ đầu vụ dịch , chưa tính 2 bệnh_nhân đã tử_vong sau khi có 3 - 4 kết_quả xét_nghiệm âm_tính .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
3876,"Do nhóm mẫu của gia_đình có kết_quả nghi_ngờ , tối cùng ngày họ được lấy mẫu riêng_lẻ và ngày hôm sau ba người nhận kết_quả dương_tính với nCoV .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
3877,"Ngày 18 - 22/7 , bà chăm_sóc người ốm tại Bệnh_viện Đà_Nẵng .",O B-DATE O B-DATE O O O O O O B-LOCATION I-LOCATION O
3878,"Hiện bệnh_nhân được cách_ly , điều_trị tại Bệnh_viện Đa_khoa tỉnh Bình_Dương .",O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O
3879,"Chiều ngày 12/8 , bệnh_nhân tử_vong do các biến_chứng của suy thận mạn_tính tại Bệnh_viện Trung_ương Huế .",O O B-DATE O O O O O O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O B-LOCATION I-LOCATION I-LOCATION O
3880,"Trong đó , biện_pháp giãn cách bệnh_nhân suy thận mạn cần khẩn_trương thực_hiện .",O O O O O O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O O O O
3881,"Họ được phát_hiện dương_tính với nCoV sau khi bệnh_viện tiến_hành xét_nghiệm sàng_lọc gần 5.000 nhân_viên , y_bác_sĩ , bệnh_nhân và người_nhà bệnh_nhân ở các khoa có người nhiễm .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
3882,Bệnh_viện C Đà_Nẵng đã tiến_hành các biện_pháp phòng_dịch sau khi bệnh_nhân 416 có kết_quả dương_tính khi xét_nghiệm tại CDC Đà_Nẵng .,B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O O O O O O O O B-PATIENT_ID O O O O O O B-ORGANIZATION I-ORGANIZATION O
3883,"Đây là 4 ca lây_nhiễm cộng_đồng ở Đà_Nẵng , sau nhiều ngày ghi_nhận ca mắc mới chủ_yếu liên_quan các bệnh_nhân Covid - 19 trước đó .",O O O O O O O B-LOCATION O O O O O O O O O O O O O O O O O O
3884,""" Bệnh_nhân 248 "" được Bệnh_viện Dã_chiến Củ_Chi tuyên_bố khỏi bệnh sáng nay .",O O B-PATIENT_ID O O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O O O O O O
3885,Người phụ_nữ khỏi bệnh sau gần một tháng điều_trị Covid - 19 ở Bệnh_viện Bệnh Nhiệt_đới TP HCM .,O O O O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O
3886,""" Bệnh_nhân 397 "" , nữ , 58 tuổi , ở phường Trương_Mỹ_Tây , Quận 12 , TP HCM .",O O B-PATIENT_ID O O B-GENDER O B-AGE O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O
3887,"Chị N. quay về Việt_Nam trên chuyến bay của Vietnam_Airlines , về nước ngày 2 - 3 .",O B-NAME O O B-LOCATION O O O O B-ORGANIZATION O O O O B-DATE I-DATE I-DATE O
3888,"Giám_đốc Sở Y_tế Ninh_Bình Vũ_Mạnh_Dương cho biết bệnh_nhân N.V.T. - 27 tuổi , từ Hàn_Quốc về Việt_Nam và hiện đang điều_trị COVID - 19 ở tỉnh này - đã có 2 lần xét_nghiệm âm_tính , đủ điều_kiện xác_định khỏi bệnh .",O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O O O O B-NAME O B-AGE O O O B-LOCATION O B-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O
3889,"Ngày 21 - 7 , bệnh_nhân khởi_phát với triệu_chứng sốt nhẹ , đau họng , mỏi người .",O B-DATE I-DATE I-DATE O O O O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O
3890,"Trong 2 tuần trở_lại đây , bà không đi đâu xa khỏi khuôn_viên bệnh_viện .",O O O O O O O O O O O O O O O
3891,"Sáng 14/3 , ông Nguyễn_Văn_Sơn , Phó chủ_tịch TP Hội_An , cho_hay sau khi đáp chuyến bay VN54 đến Hà_Nội 5 hôm trước ( chuyến có nữ tiếp_viên hàng không là "" bệnh_nhân 46 "" ) , 21 du_khách nước_ngoài đi thành nhiều nhóm đến Hội_An .",O B-DATE O O O O O O B-LOCATION I-LOCATION O O O O O O O B-TRANSPORTATION O B-LOCATION O O O O O O B-GENDER B-JOB I-JOB I-JOB O O O B-PATIENT_ID O O O O O O O O O O O B-LOCATION O
3892,Kết_quả xét_nghiệm dịch hầu họng lần hai ngày 14/8 cho kết_quả chị dương_tính với nCoV .,O O O O O O O O B-DATE O O O O O O O
3893,"Ca bệnh 454 ( bệnh_nhân 454 ) : nữ , 65 tuổi , là người_nhà đi chăm_sóc bệnh_nhân tại Bệnh_viện Đà_Nẵng .",O O B-PATIENT_ID O O B-PATIENT_ID O O B-GENDER O B-AGE O O O O O O O O B-LOCATION I-LOCATION O
